grain_id,phase_id,phase_name,area_px,area_um2,centroid_x_px,centroid_y_px,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,perimeter_px,equiv_diameter_px
458,0,SecondPhase,62,7.594999999999999,361.1774193548387,978.8870967741935,976,355,983,367,28.727922061357855,8.884866446580956
459,0,SecondPhase,510,62.474999999999994,1001.7490196078431,1000.6294117647059,976,973,1019,1024,152.99494936611666,25.482389366284572
460,0,SecondPhase,56,6.859999999999999,344.375,979.7142857142857,977,340,984,350,26.48528137423857,8.444016491289505
461,0,SecondPhase,875,107.18749999999999,44.733714285714285,997.6742857142857,978,11,1013,90,278.048773235279,33.37790589062273
462,0,SecondPhase,166,20.334999999999997,274.10843373493975,986.8132530120482,979,266,995,283,51.45584412271571,14.538148590038452
463,0,SecondPhase,569,69.70249999999999,790.9103690685413,999.7785588752197,982,755,1021,828,191.7228714274745,26.916041702938184
464,0,SecondPhase,122,14.944999999999999,851.0819672131148,988.7622950819672,982,843,997,858,45.248737341529164,12.463355264843006
465,0,SecondPhase,179,21.9275,321.6145251396648,989.9888268156425,983,306,1000,333,73.94112549695429,15.09668435477122
466,0,SecondPhase,591,72.3975,528.4771573604061,999.8138747884941,984,496,1024,557,229.00104602052653,27.431452220735256
467,0,SecondPhase,86,10.534999999999998,249.27906976744185,995.453488372093,989,245,1003,254,33.798989873223334,10.464157913908982
468,0,SecondPhase,36,4.409999999999999,740.3611111111111,992.6944444444445,990,737,997,747,22.899494936611667,6.770275002573076
469,0,SecondPhase,17,2.0824999999999996,984.2941176470588,993.2352941176471,991,983,997,987,13.071067811865476,4.652426491681278
470,0,SecondPhase,17,2.0824999999999996,841.7058823529412,993.7058823529412,992,840,996,845,12.82842712474619,4.652426491681278
471,0,SecondPhase,15,1.8374999999999997,210.26666666666668,996.0666666666667,994,209,999,213,11.65685424949238,4.370193722368317
472,0,SecondPhase,18,2.2049999999999996,733.4444444444445,998.8888888888889,997,731,1002,736,13.071067811865476,4.787307364817192
473,0,SecondPhase,119,14.577499999999999,832.8487394957983,1003.2857142857143,997,827,1011,840,42.04163056034261,12.309163489997376
474,0,SecondPhase,554,67.865,697.2184115523465,1011.0830324909747,998,670,1024,721,183.58073580374355,26.558891313141824
475,0,SecondPhase,32,3.9199999999999995,1021.28125,1004.0,999,1018,1009,1024,21.692388155425117,6.383076486422923
476,0,SecondPhase,170,20.824999999999996,108.80588235294118,1009.2058823529412,1001,101,1017,121,74.73401871576773,14.712264360219255
477,0,SecondPhase,229,28.052499999999995,7.895196506550218,1015.4366812227074,1006,0,1024,18,64.2842712474619,17.075475271404667
478,0,SecondPhase,1,0.12249999999999998,502.0,1008.0,1008,502,1009,503,0.0,1.1283791670955126
479,0,SecondPhase,13,1.5924999999999998,500.15384615384613,1011.8461538461538,1009,499,1015,502,10.82842712474619,4.068428945128219
480,0,SecondPhase,33,4.0424999999999995,72.42424242424242,1013.0909090909091,1011,68,1016,78,21.899494936611667,6.4820448144285745
481,0,SecondPhase,74,9.065,1020.1621621621622,1017.3783783783783,1011,1016,1024,1024,33.31370849898476,9.706684619910241
482,0,SecondPhase,95,11.6375,308.06315789473683,1019.1894736842105,1014,297,1024,319,51.79898987322333,10.998079684646791
483,0,SecondPhase,51,6.2475,84.49019607843137,1019.6470588235294,1015,80,1024,90,30.14213562373095,8.058239062071396
484,0,SecondPhase,38,4.654999999999999,461.39473684210526,1020.2894736842105,1017,459,1024,465,20.242640687119284,6.955796338302048
485,0,SecondPhase,33,4.0424999999999995,627.9090909090909,1019.4848484848485,1017,625,1023,632,18.48528137423857,6.4820448144285745
486,0,SecondPhase,16,1.9599999999999997,1000.125,1021.5,1019,998,1024,1005,14.035533905932738,4.51351666838205
487,0,SecondPhase,4,0.48999999999999994,965.5,1023.0,1023,964,1024,968,2.0,2.256758334191025
488,1,Matrix,916534,112275.41499999998,513.7632635559619,512.4397076376872,0,0,1024,1024,50314.07752868684,1080.2626221869834
489,1,Matrix,55,6.737499999999999,74.0909090909091,1.690909090909091,0,67,5,81,30.48528137423857,8.368283871884005
490,1,Matrix,63,7.717499999999999,180.8095238095238,1.2380952380952381,0,171,5,191,40.692388155425114,8.95623198216277
491,1,Matrix,80,9.799999999999999,247.8875,2.275,0,236,8,256,42.520815280171306,10.092530088080641
492,1,Matrix,37,4.5325,264.05405405405406,2.027027027027027,0,261,6,270,22.48528137423857,6.863662517577698
493,1,Matrix,404,49.489999999999995,551.3267326732673,7.462871287128713,0,539,20,572,98.07716446627535,22.680140565547774
494,1,Matrix,13,1.5924999999999998,479.0,9.692307692307692,9,476,12,482,11.414213562373096,4.068428945128219
495,1,Matrix,52,6.369999999999999,245.5,14.26923076923077,12,239,18,253,30.14213562373095,8.136857890256438
496,1,Matrix,2,0.24499999999999997,492.5,15.0,15,492,16,494,0.0,1.5957691216057308
497,1,Matrix,4,0.48999999999999994,522.5,29.5,29,522,31,524,4.0,2.256758334191025
498,1,Matrix,2,0.24499999999999997,681.5,40.0,40,681,41,683,0.0,1.5957691216057308
499,1,Matrix,6,0.7349999999999999,137.33333333333334,46.333333333333336,45,136,48,139,5.414213562373095,2.763953195770684
500,1,Matrix,2,0.24499999999999997,583.0,59.5,59,583,61,584,0.0,1.5957691216057308
501,1,Matrix,6,0.7349999999999999,681.8333333333334,64.83333333333333,64,681,67,684,6.242640687119286,2.763953195770684
502,1,Matrix,11,1.3475,190.54545454545453,81.72727272727273,79,190,85,192,11.207106781186548,3.742410318509555
503,1,Matrix,36,4.409999999999999,141.05555555555554,83.27777777777777,80,137,88,146,22.970562748477143,6.770275002573076
504,1,Matrix,5,0.6124999999999999,885.6,84.2,83,885,86,887,5.207106781186548,2.5231325220201604
505,1,Matrix,9,1.1024999999999998,566.3333333333334,112.77777777777777,111,565,116,568,9.414213562373096,3.385137501286538
506,1,Matrix,2,0.24499999999999997,613.0,148.5,148,613,150,614,0.0,1.5957691216057308
507,1,Matrix,2,0.24499999999999997,968.5,149.0,149,968,150,970,0.0,1.5957691216057308
508,1,Matrix,1,0.12249999999999998,594.0,155.0,155,594,156,595,0.0,1.1283791670955126
509,1,Matrix,2,0.24499999999999997,595.0,156.5,156,595,158,596,0.0,1.5957691216057308
510,1,Matrix,27,3.3074999999999997,412.0,176.2962962962963,174,409,180,416,17.899494936611667,5.863230142835039
511,1,Matrix,6,0.7349999999999999,554.1666666666666,179.16666666666666,178,553,181,556,6.242640687119286,2.763953195770684
512,1,Matrix,2,0.24499999999999997,977.0,179.5,179,977,181,978,0.0,1.5957691216057308
513,1,Matrix,15,1.8374999999999997,1010.0666666666667,197.66666666666666,196,1008,201,1013,12.48528137423857,4.370193722368317
514,1,Matrix,4,0.48999999999999994,1012.5,203.5,203,1012,205,1014,4.0,2.256758334191025
515,1,Matrix,24,2.9399999999999995,405.5,209.5,206,404,214,408,16.485281374238568,5.527906391541368
516,1,Matrix,6,0.7349999999999999,1011.0,207.5,207,1010,209,1013,6.0,2.763953195770684
517,1,Matrix,16,1.9599999999999997,83.5625,241.6875,239,81,246,87,10.242640687119286,4.51351666838205
518,1,Matrix,2,0.24499999999999997,397.0,281.5,281,397,283,398,0.0,1.5957691216057308
519,1,Matrix,21,2.5725,233.33333333333334,283.2857142857143,282,230,286,238,15.65685424949238,5.170882945826411
520,1,Matrix,62,7.594999999999999,525.0322580645161,300.241935483871,296,519,306,532,32.62741699796952,8.884866446580956
521,1,Matrix,2,0.24499999999999997,117.5,303.0,303,117,304,119,0.0,1.5957691216057308
522,1,Matrix,2,0.24499999999999997,447.0,361.5,361,447,363,448,0.0,1.5957691216057308
523,1,Matrix,12,1.4699999999999998,547.9166666666666,413.1666666666667,411,545,417,551,10.207106781186548,3.9088200952233594
524,1,Matrix,2,0.24499999999999997,988.5,426.0,426,988,427,990,0.0,1.5957691216057308
525,1,Matrix,41,5.022499999999999,429.9512195121951,438.1463414634146,435,426,442,436,24.727922061357855,7.225151993843567
526,1,Matrix,101,12.372499999999999,1018.2079207920792,448.64356435643566,443,1010,458,1024,43.83452377915607,11.340070282773887
527,1,Matrix,46,5.634999999999999,41.84782608695652,509.0,504,36,515,50,28.970562748477143,7.653039857325812
528,1,Matrix,6,0.7349999999999999,803.1666666666666,538.8333333333334,538,802,541,805,6.242640687119286,2.763953195770684
529,1,Matrix,29,3.5524999999999993,49.6551724137931,547.0,545,46,550,54,18.485281374238568,6.076507779746499
530,1,Matrix,8,0.9799999999999999,221.875,546.125,545,221,548,224,7.414213562373095,3.1915382432114616
531,1,Matrix,21,2.5725,220.66666666666666,554.9047619047619,551,218,559,223,17.27817459305202,5.170882945826411
532,1,Matrix,1,0.12249999999999998,59.0,553.0,553,59,554,60,0.0,1.1283791670955126
533,1,Matrix,7,0.8574999999999999,56.0,559.0,558,55,561,58,6.82842712474619,2.985410660720923
534,1,Matrix,1,0.12249999999999998,200.0,561.0,561,200,562,201,0.0,1.1283791670955126
535,1,Matrix,13,1.5924999999999998,213.84615384615384,562.6153846153846,561,212,565,217,11.071067811865476,4.068428945128219
536,1,Matrix,11,1.3475,887.8181818181819,574.0909090909091,572,887,577,890,9.82842712474619,3.742410318509555
537,1,Matrix,2,0.24499999999999997,874.0,573.5,573,874,575,875,0.0,1.5957691216057308
538,1,Matrix,8,0.9799999999999999,142.875,593.875,593,142,596,145,7.414213562373095,3.1915382432114616
539,1,Matrix,5,0.6124999999999999,294.0,614.0,613,293,616,296,5.414213562373095,2.5231325220201604
540,1,Matrix,12,1.4699999999999998,832.75,649.4166666666666,648,831,652,835,10.242640687119284,3.9088200952233594
541,1,Matrix,6,0.7349999999999999,718.5,718.0,717,718,720,720,6.0,2.763953195770684
542,1,Matrix,53,6.492499999999999,725.622641509434,722.5849056603773,720,721,726,733,28.485281374238568,8.214724333230155
543,1,Matrix,25,3.0624999999999996,766.36,728.56,727,763,731,771,17.071067811865476,5.641895835477563
544,1,Matrix,22,2.695,829.5454545454545,762.5909090909091,761,824,766,836,21.035533905932738,5.292567428401227
545,1,Matrix,81,9.9225,54.4320987654321,771.9753086419753,763,50,782,60,47.698484809834994,10.155412503859614
546,1,Matrix,15,1.8374999999999997,760.2666666666667,768.0666666666667,766,759,772,763,13.863961030678928,4.370193722368317
547,1,Matrix,5,0.6124999999999999,289.6,817.4,817,288,819,292,4.207106781186548,2.5231325220201604
548,1,Matrix,46,5.634999999999999,713.7391304347826,831.5869565217391,823,709,840,719,35.72792206135785,7.653039857325812
549,1,Matrix,6,0.7349999999999999,43.833333333333336,846.1666666666666,845,43,848,46,6.242640687119286,2.763953195770684
550,1,Matrix,31,3.7974999999999994,880.516129032258,851.0322580645161,849,877,854,886,20.485281374238568,6.282549314314218
551,1,Matrix,2,0.24499999999999997,889.5,852.0,852,889,853,891,0.0,1.5957691216057308
552,1,Matrix,4,0.48999999999999994,397.5,860.5,860,397,862,399,4.0,2.256758334191025
553,1,Matrix,2,0.24499999999999997,438.5,877.0,877,438,878,440,0.0,1.5957691216057308
554,1,Matrix,14,1.7149999999999999,463.5,904.5,901,462,909,466,14.0,4.222008245644752
555,1,Matrix,7,0.8574999999999999,472.0,930.0,929,471,932,474,6.82842712474619,2.985410660720923
556,1,Matrix,10,1.2249999999999999,466.0,932.8,931,465,936,468,9.035533905932738,3.5682482323055424
557,1,Matrix,10,1.2249999999999999,891.9,958.2,957,890,960,895,9.65685424949238,3.5682482323055424
558,1,Matrix,22,2.695,900.1363636363636,960.2727272727273,958,897,963,904,15.899494936611665,5.292567428401227
559,1,Matrix,4,0.48999999999999994,909.0,961.5,961,908,963,911,4.414213562373095,2.256758334191025
560,1,Matrix,2,0.24499999999999997,520.0,972.5,972,520,974,521,0.0,1.5957691216057308
561,1,Matrix,6,0.7349999999999999,524.1666666666666,974.8333333333334,974,523,977,526,6.242640687119286,2.763953195770684
562,1,Matrix,4,0.48999999999999994,470.5,975.5,975,470,977,472,4.0,2.256758334191025
563,1,Matrix,367,44.957499999999996,457.8038147138965,1007.0653950953679,986,449,1024,470,120.46194077712559,21.616635097022034
564,1,Matrix,41,5.022499999999999,445.7073170731707,993.6585365853658,990,443,998,450,21.31370849898476,7.225151993843567
565,1,Matrix,495,60.63749999999999,1010.9959595959596,1009.929292929293,992,997,1024,1024,107.39696961966999,25.104851615652017
566,1,Matrix,27,3.3074999999999997,40.851851851851855,1002.4814814814815,1000,38,1007,45,18.72792206135786,5.863230142835039
567,1,Matrix,2,0.24499999999999997,50.0,1003.5,1003,50,1005,51,0.0,1.5957691216057308
568,1,Matrix,134,16.415,690.5298507462686,1017.4029850746268,1008,679,1024,705,62.07716446627535,13.061933202803933
569,1,Matrix,1,0.12249999999999998,1023.0,1023.0,1023,1023,1024,1024,0.0,1.1283791670955126
